DTXSID,PREFERRED_NAME,CASRN,SMILES,multmer_test,inorganic,CAN_SMILES,docking score,MMGBSA,Polymers,isDuplicated,firstOccurred,IMPORTANCE,Primary_Class,Sec_class
DTXSID40896262,"Ethyl 3-[4-(dimethylamino)phenyl]-2-(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)prop-2-enoate",75988-12-4,CCOC(=O)C(=Cc1ccc(cc1)N(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCOC(=O)C(=Cc1ccc(cc1)N(C)C)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-9.868,-60.6245,FALSE,FALSE,,,Side-chain aromatics,PASF-based substances
DTXSID40893453,"4-[(1,1,2,2,3,3,4,4,5,6,6-Undecafluorohex-5-en-1-yl)oxy]benzene-1-sulfonic acid",NOCAS_893453,OS(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F)C=C1,FALSE,FALSE,FC(=C(F)F)C(C(C(C(Oc1ccc(cc1)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F,-9.867,-48.0154,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID10768548,"Acetic acid--7,7,8,8,9,9,10,10,10-nonafluorodec-5-en-1-ol (1/1)",137648-84-1,CC(O)=O.OCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,TRUE,FALSE,OCCCCC=CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-9.867,-38.0979,FALSE,FALSE,,,Other aliphatics,Others
DTXSID60896244,"7-(Heptafluoropropyl)-4,9-dimethoxy-5H-furo[3,2-g][1]benzopyran-5-one",376383-49-2,COc1c2C(=O)C=C(Oc2c(OC)c2occc12)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,COc1c2oc(cc(=O)c2c(c2c1occ2)OC)C(C(C(F)(F)F)(F)F)(F)F,-9.866,-48.4383,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID40773625,"3,3,4,4,5,5,6,6,7,7,8,8,9,9-Tetradecafluoroundecane-1,11-diol",190909-04-7,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,FALSE,FALSE,OCCC(C(C(C(C(C(C(CCO)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.865,-39.5916,FALSE,FALSE,,,Other aliphatics,Others
DTXSID40861915,2-(N-Butylperfluorooctanesulfonamido)ethyl acrylate,383-07-3,CCCCN(CCOC(=O)C=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCCCN(S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCOC(=O)C=C,-9.864,-63.0581,FALSE,FALSE,,Commercially Available,FASA based PFAA precursors,N-Alkyl FASACs
DTXSID30896014,2-(Nonafluorobutyl)-1H-indole,1608112-34-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1Nc2ccccc2c1,FALSE,FALSE,FC(C(C(C(c1cc2c([nH]1)cccc2)(F)F)(F)F)(F)F)(F)F,-9.863,-36.1749,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID80895395,"1,1,1,2,2,3,3,4,4,5,5,6,6,13,13,14,14,15,15,16,16,17,17,18,18,18-Hexacosafluorooctadecane",959462-53-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,-9.859,-60.819,FALSE,FALSE,,,Other aliphatics,FT
DTXSID90896358,"1-Amino-4,4,5,5,6,6,7,7,8,8,9,9,10,11,11,11-hexadecafluoro-10-(trifluoromethyl)undecan-2-ol",54735-87-4,NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,NCC(CC(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-9.857,-41.4232,FALSE,FALSE,,,Other aliphatics,Others
DTXSID80581226,Quinolin-6-yl nonafluorobutane-1-sulfonate,920491-93-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC1=CC2=C(C=C1)N=CC=C2,FALSE,FALSE,O=S(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)Oc1ccc2c(c1)cccn2,-9.855,-41.1931,FALSE,FALSE,,,Side-chain aromatics,PASF-based substances
DTXSID7057943,Flupoxam,119126-15-7,NC(=O)C1=NN(C(=N1)C1=CC=CC=C1)C1=CC(COCC(F)(F)C(F)(F)F)=C(Cl)C=C1,FALSE,FALSE,Clc1ccc(cc1COCC(C(F)(F)F)(F)F)n1nc(nc1c1ccccc1)C(=O)N,-9.855,-56.3587,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID10895383,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-Pentacosafluoroicosane",90499-31-3,CCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCCCCCCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.854,-62.1836,FALSE,FALSE,,,Fluorotelomer PFAA precursors,SFAs
DTXSID20824806,4-Cyanophenyl 4-(tridecafluorohexyl)benzoate,74701-19-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C#N,FALSE,FALSE,N#Cc1ccc(cc1)OC(=O)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.853,-58.7449,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID20382618,"2-Iodo-1h,1h,2h,3h,3h-perfluorodecan-1-ol",16083-64-0,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OCC(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I,-9.849,-40.3716,FALSE,FALSE,,,Other aliphatics,FTIOH
DTXSID10611520,Methyl 4-(pentadecafluoroheptyl)benzoate,88951-03-5,COC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,COC(=O)c1ccc(cc1)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.844,-47.1168,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID10831221,"N~3~-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluorooctane-1-sulfonyl)methyl]-beta-alaninamide",87988-60-1,NC(=O)CCNCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,NC(=O)CCNCS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.843,-54.6303,FALSE,FALSE,,,Other aliphatics,PASF-based substances
DTXSID50896278,"Ethyl 2-(pentadecafluoroheptyl)imidazo[1,2-a]pyridine-3-carboxylate",135339-05-8,CCOC(=O)c1c(nc2ccccn12)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCOC(=O)c1n2ccccc2nc1C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.841,-56.6916,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID20895374,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-Nonadecafluorohenicosane",677324-20-8,CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCCCCCCCCCCCC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.841,-62.2164,FALSE,FALSE,,,Fluorotelomer PFAA precursors,SFAs
DTXSID20379907,"4,4,5,5,6,6,7,7,8,9,9,9-dodecafluoro-2-iodo-8-(trifluoromethyl)nonan-1-ol",16083-62-8,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,OCC(CC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)I,-9.839,-42.1476,FALSE,FALSE,,,Other aliphatics,FTIOH
DTXSID90896252,"5-Methyl-6-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulfanyl]hexahydro-4,7-methano-2-benzofuran-1,3-dione",94413-32-8,CC1C2CC(C1SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1C2C(=O)OC1=O,FALSE,FALSE,O=C1OC(=O)C2C1C1CC2C(C1SCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C,-9.837,-55.959,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID80896261,"4,9-Dimethoxy-7-(nonafluorobutyl)-5H-furo[3,2-g][1]benzopyran-5-one",376380-66-4,COc1c2C(=O)C=C(Oc2c(OC)c2occc12)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,COc1c2oc(cc(=O)c2c(c2c1occ2)OC)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-9.836,-48.9907,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID60448262,"Benzoic acid, 4-(tridecafluorohexyl)-",74701-31-8,OC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(=O)c1ccc(cc1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.835,-39.7885,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID20556195,"1-Chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluoro-8-iodotetradecane",118673-04-4,CCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,FALSE,FALSE,CCCCCCC(CC(C(C(C(C(C(Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I,-9.834,-52.4057,FALSE,FALSE,,,Other aliphatics,FT
DTXSID70896194,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-[3-(trifluoromethyl)phenyl]nonanamide",325989-96-6,FC(F)(F)c1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,FALSE,FALSE,O=C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)Nc1cccc(c1)C(F)(F)F,-9.833,-50.3042,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID70718943,"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoro-N~1~-hydroxy-N~8~-phenyloctanediamide",1308677-14-6,ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1,FALSE,FALSE,ONC(=O)C(C(C(C(C(C(C(=O)Nc1ccccc1)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.833,-48.0522,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID50381573,"4,4,5,5,6,6,7,7-octafluoro-3-hydroxy-1-phenylheptan-1-one",105602-61-7,OC(CC(=O)C1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)F,FALSE,FALSE,OC(C(C(C(C(F)F)(F)F)(F)F)(F)F)CC(=O)c1ccccc1,-9.833,-41.2801,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID30771731,2-{[4-(Heptafluoropropyl)phenyl]methyl}oxirane,144006-68-8,FC(F)(F)C(F)(F)C(F)(F)C1=CC=C(CC2CO2)C=C1,FALSE,FALSE,FC(C(C(F)(F)F)(F)F)(c1ccc(cc1)CC1OC1)F,-9.831,-35.9204,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID30896453,"2-Chloro-4-fluoro-N-(3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)benzamide",862130-87-8,Cc1cc(cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2Cl)c1)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,Fc1ccc(c(c1)Cl)C(=O)Nc1cccc(c1)C(=O)Nc1c(C)cc(cc1C)C(C(F)(F)F)(C(F)(F)F)F,-9.828,-64.7816,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID4069422,2-(Perfluorotetradecyl)ethan-1-ol,60699-51-6,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OCCC(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.826,-51.6141,FALSE,FALSE,,Commercially Available,Fluorotelomer PFAA precursors,n:2 FTOHs
DTXSID30513335,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoroundecan-2-ol",61589-61-5,CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-9.826,-39.1557,FALSE,FALSE,,,Other aliphatics,Others
DTXSID70163035,"1-Hexanaminium, N-(carboxymethyl)-N,N-dimethyl-3,3,4,4,5,5,6,6,6-nonafluoro-, hydroxide, inner salt",145441-30-1,C[N+](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,FALSE,FALSE,[O-]C(=O)C[N+](CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C)C,-9.826,-41.0786,FALSE,FALSE,,,Other aliphatics,FT
DTXSID00896349,"1-Amino-4,4,5,5,6,6,7,7,8,9,9,9-dodecafluoro-8-(trifluoromethyl)nonan-2-ol",58935-89-0,NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,NCC(CC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)O,-9.825,-25.7539,FALSE,FALSE,,,Other aliphatics,Others
DTXSID90895381,"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluoro-3-iododecan-1-ol",16083-68-4,OCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OCCC(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I,-9.824,-37.8719,FALSE,FALSE,,,Other aliphatics,FTI
DTXSID60896123,2-(Nonafluorobutyl)-4H-1-benzopyran-4-one,304877-96-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(=O)c2ccccc2O1,FALSE,FALSE,O=c1cc(oc2c1cccc2)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-9.819,-37.7271,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID90896156,"1-(1H-Benzimidazol-2-yl)-7,7,8,8,9,9,10,10,11,11,12,12,12-tridecafluorododecan-6-one",237738-71-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CCCCCc1Nc2ccccc2n1,FALSE,FALSE,O=C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCCCc1nc2c([nH]1)cccc2,-9.818,-57.6413,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID30896175,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-(3-fluorophenyl)nonanamide",541514-85-6,Fc1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,FALSE,FALSE,Fc1cccc(c1)NC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.817,-48.5277,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID80895577,"12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadecanoyl chloride",118624-66-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(Cl)=O,FALSE,FALSE,ClC(=O)CCCCCCCCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.817,-55.882,FALSE,FALSE,,,Other aliphatics,FT
DTXSID40399506,1-Bromo-4-(heptadecafluorooctyl)benzene,206560-77-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(Br)C=C1,FALSE,FALSE,Brc1ccc(cc1)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.815,-44.6745,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID70893305,4-Oxo-4-[(3-(perfluorooctyl)-2-hydroxypropyl)amino]-(Z)-2-butenoic acid,97259-81-9,[H]\C(=C(/[H])C(=O)NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,FALSE,FALSE,OC(CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CNC(=O)C=CC(=O)O,-9.815,-52.9471,FALSE,FALSE,,,Other aliphatics,Others
DTXSID50380763,4-Vinylbenzyl perfluorooctanoate,230295-06-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC1=CC=C(C=C)C=C1,FALSE,FALSE,C=Cc1ccc(cc1)COC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.814,-51.8231,FALSE,FALSE,,,Side-chain aromatics,PACF-based substances
DTXSID40881234,1-((3-(Dimethylamino)propyl)amino)-3-(perfluoro-7-methyloctyl)propan-2-ol,73353-26-1,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,OC(CC(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CNCCCN(C)C,-9.811,-61.7597,FALSE,FALSE,,,Other aliphatics,Others
DTXSID00706191,"(4,4,5,5,6,6,7,7,7-Nonafluorohept-1-en-1-yl)benzene",664326-37-8,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=CC1=CC=CC=C1,FALSE,FALSE,FC(C(C(C(F)(F)F)(F)F)(F)F)(CC=Cc1ccccc1)F,-9.811,-39.0004,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID201004429,"N-{3-[Diethyl(methyl)azaniumyl]propyl}-2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanimidate--hydrogen iodide (1/1)",84166-38-1,I.CC[N+](C)(CC)CCCN=C([O-])C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,TRUE,FALSE,CC[N+](CCCN=C(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)[O-])(CC)C,-9.81,-58.813,FALSE,FALSE,,,Other aliphatics,Ether based substances
DTXSID60331105,"5,5,6,6,7,7,8,8,9,9,10,10,10-tridecafluoro-2-methyldec-3-yn-2-ol",82721-70-8,CC(C)(O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CC(C#CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(O)C,-9.809,-36.8107,FALSE,FALSE,,,Other aliphatics,Others
DTXSID70752180,"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-1-phenylnon-1-en-3-one",89176-08-9,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C=CC1=CC=CC=C1,FALSE,FALSE,O=C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=Cc1ccccc1,-9.807,-41.8317,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID70754942,"N-Decyl-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide",89685-58-5,CCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCCCCCCCCCNC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.804,-57.4149,FALSE,FALSE,,,Other aliphatics,Polyfluorinated amides 
DTXSID10773612,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-(octyldisulfanyl)octane",191213-11-3,CCCCCCCCSSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCCCCCCCSSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.803,-56.4881,FALSE,FALSE,,,Other aliphatics,Others
DTXSID60896163,3-(Nonafluorobutyl)-5-phenyl-1H-pyrazole,204130-95-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nNc(c1):c1ccccc1,FALSE,FALSE,FC(C(C(C(F)(F)F)(F)F)(F)F)(c1cc([nH]n1)c1ccccc1)F,-9.8,-39.4951,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID9070870,"2-Propenoic acid, 2-methyl-, 2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl ester",67939-36-0,CCN(CCOC(=O)C(C)=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCN(S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCOC(=O)C(=C)C,-9.8,-55.7658,FALSE,FALSE,,,FASA based PFAA precursors,N-Alkyl FASMACs
DTXSID50554563,"(4,4,5,5,6,6,7,7,7-Nonafluoro-2-iodoheptyl)benzene",116486-80-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CC1=CC=CC=C1,FALSE,FALSE,IC(Cc1ccccc1)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-9.8,-41.8458,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID50772922,"2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]cyclohepta-2,4,6-trien-1-one",195044-31-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC1=CC=CC=CC1=O,FALSE,FALSE,O=c1cccccc1OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-9.79,-37.8345,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID10720565,"4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]benzene-1-sulfonic acid",71212-45-8,OS(=O)(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,FALSE,FALSE,FC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)Oc1ccc(cc1)S(=O)(=O)O,-9.788,-55.2697,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID50823887,4-Cyanophenyl 4-(nonafluorobutyl)benzoate,79049-17-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C#N,FALSE,FALSE,N#Cc1ccc(cc1)OC(=O)c1ccc(cc1)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-9.788,-51.3672,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID00880465,"(1H,1H-Perfluoro-12-methyltridecyl)oxirane",54009-78-8,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC1CO1,FALSE,FALSE,FC(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(CC1OC1)(F)F)F,-9.787,-53.648,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID60897554,"Decane-1,10-diyl bis(heptafluorobutanoate)",426-64-2,FC(F)(F)C(F)(F)C(F)(F)C(=O)OCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)OCCCCCCCCCCOC(=O)C(C(C(F)(F)F)(F)F)(F)F,-9.787,-64.1906,FALSE,FALSE,,,Other aliphatics,PACF-based substances
DTXSID90380025,"1H,1H-Perfluoro-1-tetradecanol",15622-57-8,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OCC(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-9.784,-49.0931,FALSE,FALSE,,,Fluorotelomer PFAA precursors,n:1 FTOHs
DTXSID60896365,"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methoxyaniline",273735-38-9,COc1cc(ccc1N)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,COc1cc(ccc1N)C(C(F)(F)F)(C(F)(F)F)F,-9.784,-33.5647,FALSE,FALSE,,,Side-chain aromatics,Others
